fire_id,usgs_gage,watershed_area_m2,burned_area_m2,na_l2name,mat_c,map_mm_yr
CA3330011692020071023,11044000,1496819491.1586127,10851701.80777335,MEDITERRANEAN CALIFORNIA,16.315,1921.215
TX3267109751820080130,08049500,7914162705.159336,11923941.773052841,SOUTH CENTRAL SEMI-ARID PRAIRIES,18.561666666666667,7896.705000000002
TX3267109751820080130,08049500,35982405123.30207,11923941.773052841,SOUTH CENTRAL SEMI-ARID PRAIRIES,18.561666666666667,7896.705000000002
OK3663909660420081106,07177500,2361040046.275374,1083365.777778973,TEMPERATE PRAIRIES,15.192499999999999,9251.7825
OK3663909660420081106,07177500,2944091129.5733056,1083365.777778973,TEMPERATE PRAIRIES,15.192499999999999,9251.7825
OK3663909660420081106,07178200,2944091129.5733056,1083365.777778973,TEMPERATE PRAIRIES,15.549166666666668,10690.8675
CA3921812339220080704,11462500,951547352.3951311,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.914166666666667,10595.902500000002
CA3921812339220080704,11462500,1307248332.0307446,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.914166666666667,10595.902500000002
CA3921812339220080704,11462500,1772524064.122776,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.914166666666667,10595.902500000002
CA3921812339220080704,11462500,2046956877.3349075,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.914166666666667,10595.902500000002
CA3921812339220080704,11462500,3462647192.390622,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.914166666666667,10595.902500000002
CA3921812339220080704,11463980,2046956877.3349075,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.485,10208.737500000001
CA3921812339220080704,11463980,3462647192.390622,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.485,10208.737500000001
CA3921812339220080704,11467000,3462647192.390622,35452.44669185119,MEDITERRANEAN CALIFORNIA,13.485,10208.737500000001
CO3861310485820080416,07106000,187389193020.8179,33373376.61056816,SOUTH CENTRAL SEMI-ARID PRAIRIES,11.8875,770.6775000000001
CO3861310485820080416,07106000,16187230827.934072,33373376.61056816,SOUTH CENTRAL SEMI-ARID PRAIRIES,11.8875,770.6775000000001
CO3861310485820080416,07106000,1760423543.0261366,33373376.61056816,SOUTH CENTRAL SEMI-ARID PRAIRIES,11.8875,770.6775000000001
CO3861310485820080416,07109500,187389193020.8179,33373376.61056816,SOUTH CENTRAL SEMI-ARID PRAIRIES,12.924999999999999,770.6775000000001
CO3861310485820080416,07109500,16187230827.934072,33373376.61056816,SOUTH CENTRAL SEMI-ARID PRAIRIES,12.924999999999999,770.6775000000001
CO3874110535020080627,07109500,187389193020.8179,4474240.188747308,SOUTH CENTRAL SEMI-ARID PRAIRIES,12.924999999999999,770.6775000000001
CO3874110535020080627,07109500,16187230827.934072,4474240.188747308,SOUTH CENTRAL SEMI-ARID PRAIRIES,12.924999999999999,770.6775000000001
FL2796708109420080714,02236125,8806084638.331383,1779866.4962453505,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21.934166666666666,13572.689999999999
FL2796708109420080714,02236125,15621979889.847572,1779866.4962453505,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21.934166666666666,13572.689999999999
FL2790108103520080729,02236125,8806084638.331383,2658937.1134696184,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21.934166666666666,13572.689999999999
FL2790108103520080729,02236125,15621979889.847572,2658937.1134696184,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21.934166666666666,13572.689999999999
FL2940908174820081002,02236125,8806084638.331383,3511886.5521293757,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21.934166666666666,13572.689999999999
FL2940908174820081002,02236125,15621979889.847572,3511886.5521293757,MISSISSIPPI ALLUVIAL AND SOUTHEAST USA COASTAL PLAINS,21.934166666666666,13572.689999999999
CA3448511986620080701,11128500,1500248836.4924366,2604.5356344651223,MEDITERRANEAN CALIFORNIA,16.286666666666665,3371.2575
MI4464108471520080424,04136000,3716923586.04285,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136000,3941247839.386793,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136000,2783374877.0207276,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136000,3323887040.712386,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136000,4314522501.859485,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136500,3716923586.04285,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136500,3941247839.386793,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136500,3323887040.712386,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136500,4314522501.859485,5442093.001164677,MIXED WOOD SHIELD,6.471666666666666,6548.9325
MI4464108471520080424,04136900,3716923586.04285,5442093.001164677,MIXED WOOD SHIELD,6.925,5876.8725
MI4464108471520080424,04136900,3941247839.386793,5442093.001164677,MIXED WOOD SHIELD,6.925,5876.8725
MI4464108471520080424,04136900,4314522501.859485,5442093.001164677,MIXED WOOD SHIELD,6.925,5876.8725
MI4464108471520080424,04137005,3941247839.386793,5442093.001164677,MIXED WOOD SHIELD,6.925,5876.8725
MI4464108471520080424,04137005,4314522501.859485,5442093.001164677,MIXED WOOD SHIELD,6.925,5876.8725
MI4464108471520080424,04137500,4314522501.859485,5442093.001164677,MIXED WOOD SHIELD,7.461666666666667,5007.577499999999
UT3736611298520081022,09406000,2388729855.165072,9176242.385379046,COLD DESERTS,13.5775,284.895
SC3448208157220080301,02160700,1152720238.4223554,2391425.0157463304,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3448208157220080301,02160700,13545942394.919914,2391425.0157463304,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3453308177120080312,02160700,1152720238.4223554,31778.957889116507,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3453308177120080312,02160700,13545942394.919914,31778.957889116507,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3451608176620080314,02160700,1152720238.4223554,2105003.2657388668,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3451608176620080314,02160700,13545942394.919914,2105003.2657388668,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3471308146820080322,02156500,7200289606.926061,2392065.167225979,SOUTHEASTERN USA PLAINS,16.7425,12133.605
SC3471308146820080322,02156500,13545942394.919914,2392065.167225979,SOUTHEASTERN USA PLAINS,16.7425,12133.605
SC3452908174120080325,02160700,1152720238.4223554,49928.50891008276,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3452908174120080325,02160700,13545942394.919914,49928.50891008276,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3447108168220080326,02160700,1152720238.4223554,6542243.362829382,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3447108168220080326,02160700,13545942394.919914,6542243.362829382,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3451008174820080327,02160700,1152720238.4223554,2935064.3286918965,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3451008174820080327,02160700,13545942394.919914,2935064.3286918965,SOUTHEASTERN USA PLAINS,16.605833333333333,13097.865
SC3453008150020080505,02160105,1968806614.8303003,2450211.0601043026,SOUTHEASTERN USA PLAINS,16.7425,12133.605
SC3453008150020080505,02160105,13545942394.919914,2450211.0601043026,SOUTHEASTERN USA PLAINS,16.7425,12133.605
OK3617609952720080425,07239450,34100183251.111397,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3617609952720080425,07239450,34749625162.08223,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3617609952720080425,07239450,35466705752.91305,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3617609952720080425,07239450,35256253325.88136,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3617609952720080425,07241000,34749625162.08223,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3617609952720080425,07241000,35466705752.91305,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3617609952720080425,07241000,35256253325.88136,7249542.695276496,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3628209948720080324,07239450,34100183251.111397,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3628209948720080324,07239450,34749625162.08223,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3628209948720080324,07239450,35466705752.91305,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3628209948720080324,07239450,35256253325.88136,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3628209948720080324,07241000,34749625162.08223,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3628209948720080324,07241000,35466705752.91305,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3628209948720080324,07241000,35256253325.88136,15728346.90971991,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3651309936720080324,07239450,34100183251.111397,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3651309936720080324,07239450,34749625162.08223,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3651309936720080324,07239450,35466705752.91305,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3651309936720080324,07239450,35256253325.88136,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3651309936720080324,07241000,34749625162.08223,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3651309936720080324,07241000,35466705752.91305,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3651309936720080324,07241000,35256253325.88136,4273801.573086223,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3656309927920080324,07239450,34100183251.111397,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3656309927920080324,07239450,34749625162.08223,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3656309927920080324,07239450,35466705752.91305,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3656309927920080324,07239450,35256253325.88136,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.755833333333333,6837.48
OK3656309927920080324,07241000,34749625162.08223,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3656309927920080324,07241000,35466705752.91305,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
OK3656309927920080324,07241000,35256253325.88136,1498221.727575694,SOUTH CENTRAL SEMI-ARID PRAIRIES,15.924166666666666,8188.905000000001
CA3926312332020080704,11462500,951547352.3951311,4331346.741212619,MEDITERRANEAN CALIFORNIA,13.914166666666667,10595.902500000002
