site_id,usgs_gage,sp_start,lat,long,fire_id,ign_date
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2782508113020080122,2008-01-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2782508113020080122,2008-01-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2782508113020080122,2008-01-22
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2790008115220080205,2008-02-05
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2790008115220080205,2008-02-05
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2790008115220080205,2008-02-05
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2772908122220080206,2008-02-06
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2772908122220080206,2008-02-06
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2772908122220080206,2008-02-06
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2798408111620080207,2008-02-07
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2798408111620080207,2008-02-07
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2798408111620080207,2008-02-07
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2783908137720080216,2008-02-16
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2783908137720080216,2008-02-16
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2783908137720080216,2008-02-16
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2759308100520080219,2008-02-19
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2759308100520080219,2008-02-19
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2759308100520080219,2008-02-19
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2796408107820080305,2008-03-05
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2796408107820080305,2008-03-05
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2796408107820080305,2008-03-05
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2785308113520080306,2008-03-06
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2785308113520080306,2008-03-06
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2785308113520080306,2008-03-06
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2761008129920080310,2008-03-10
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2761008129920080310,2008-03-10
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2761008129920080310,2008-03-10
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2753808129620080313,2008-03-13
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2753808129620080313,2008-03-13
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2753808129620080313,2008-03-13
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2755808129420080317,2008-03-17
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2755808129420080317,2008-03-17
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2755808129420080317,2008-03-17
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2766108124120080326,2008-03-26
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2766108124120080326,2008-03-26
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2766108124120080326,2008-03-26
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2800008109420080327,2008-03-27
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2800008109420080327,2008-03-27
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2800008109420080327,2008-03-27
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2778008103220080409,2008-04-09
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2778008103220080409,2008-04-09
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2778008103220080409,2008-04-09
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2773108128720080410,2008-04-10
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2773108128720080410,2008-04-10
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2773108128720080410,2008-04-10
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2811908141820080413,2008-04-13
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2811908141820080413,2008-04-13
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2811908141820080413,2008-04-13
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2766408131920080414,2008-04-14
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2766408131920080414,2008-04-14
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2766408131920080414,2008-04-14
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2756308098320080418,2008-04-18
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2756308098320080418,2008-04-18
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2756308098320080418,2008-04-18
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2802608129120080421,2008-04-21
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2802608129120080421,2008-04-21
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2802608129120080421,2008-04-21
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2804608141620080421,2008-04-21
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2804608141620080421,2008-04-21
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2804608141620080421,2008-04-21
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2772208124520080421,2008-04-21
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2772208124520080421,2008-04-21
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2772208124520080421,2008-04-21
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2803708130320080422,2008-04-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2803708130320080422,2008-04-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2803708130320080422,2008-04-22
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2796008112420080422,2008-04-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2796008112420080422,2008-04-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2796008112420080422,2008-04-22
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2773708126820080422,2008-04-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2773708126820080422,2008-04-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2773708126820080422,2008-04-22
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2805008135320080425,2008-04-25
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2805008135320080425,2008-04-25
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2805008135320080425,2008-04-25
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2784208136520080427,2008-04-27
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2784208136520080427,2008-04-27
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2784208136520080427,2008-04-27
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2762308100420080430,2008-04-30
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2762308100420080430,2008-04-30
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2762308100420080430,2008-04-30
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2754708110220080504,2008-05-04
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2754708110220080504,2008-05-04
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2754708110220080504,2008-05-04
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2762308132620080505,2008-05-05
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2762308132620080505,2008-05-05
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2762308132620080505,2008-05-05
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2758108118720080609,2008-06-09
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2758108118720080609,2008-06-09
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2758108118720080609,2008-06-09
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2787008114020080624,2008-06-24
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2787008114020080624,2008-06-24
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2787008114020080624,2008-06-24
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2780808114420080625,2008-06-25
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2780808114420080625,2008-06-25
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2780808114420080625,2008-06-25
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2794708112520080709,2008-07-09
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2794708112520080709,2008-07-09
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2794708112520080709,2008-07-09
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2754808108020080711,2008-07-11
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2754808108020080711,2008-07-11
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2754808108020080711,2008-07-11
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2766708140220080711,2008-07-11
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2766708140220080711,2008-07-11
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2766708140220080711,2008-07-11
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2796708109420080714,2008-07-14
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2796708109420080714,2008-07-14
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2796708109420080714,2008-07-14
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2796708109420080714,2008-07-14
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2768608144720080721,2008-07-21
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2768608144720080721,2008-07-21
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2768608144720080721,2008-07-21
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2793008111320080722,2008-07-22
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2793008111320080722,2008-07-22
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2793008111320080722,2008-07-22
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2790108103520080729,2008-07-29
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2790108103520080729,2008-07-29
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2790108103520080729,2008-07-29
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2790108103520080729,2008-07-29
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2765108138620080730,2008-07-30
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2765108138620080730,2008-07-30
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2765108138620080730,2008-07-30
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2767708142020080730,2008-07-30
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2767708142020080730,2008-07-30
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2767708142020080730,2008-07-30
nwis-02236125,02236125,2008-07-11T04:59:59Z,-81.522,29.1669,FL2940908174820081002,2008-10-02
nwis-02244040,02244040,2007-10-01T03:59:59Z,-81.6831,29.5964,FL2964508200220081128,2008-11-28
nwis-02245260,02245260,2007-10-01T03:59:59Z,-81.4867,29.7297,FL2964508200220081128,2008-11-28
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2826808112720080603,2008-06-03
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2826808112720080603,2008-06-03
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2826808112720080603,2008-06-03
nwis-02264000,02264000,2007-10-02T04:59:59Z,-81.5195,28.3906,FL2754608100020080220,2008-02-20
nwis-02264100,02264100,2007-10-01T03:59:59Z,-81.5206,28.3253,FL2754608100020080220,2008-02-20
nwis-02266300,02266300,2007-10-01T04:59:59Z,-81.5798,28.3328,FL2754608100020080220,2008-02-20
nwis-11128500,11128500,2007-10-01T06:59:59Z,-120.145,34.585,CA3448511986620080701,2008-07-01
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3313308375720080115,2008-01-15
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3313308375720080115,2008-01-15
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3309008369020080413,2008-04-13
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3309008369020080413,2008-04-13
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3310208364720080316,2008-03-16
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3310208364720080316,2008-03-16
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3301508366820080318,2008-03-18
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3301508366820080318,2008-03-18
nwis-02203655,02203655,2007-10-01T03:59:59Z,-84.358,33.679,GA3306008369020080301,2008-03-01
nwis-02203700,02203700,2007-10-01T03:59:59Z,-84.3305,33.689,GA3306008369020080301,2008-03-01
nwis-04136000,04136000,2007-10-01T04:59:59Z,-84.2925,44.677,MI4464108471520080424,2008-04-24
nwis-04136500,04136500,2007-10-04T04:59:59Z,-84.1311,44.66,MI4464108471520080424,2008-04-24
nwis-04136900,04136900,2007-10-01T04:59:59Z,-83.8378,44.6128,MI4464108471520080424,2008-04-24
nwis-04137005,04137005,2007-10-01T04:59:59Z,-83.8028,44.5608,MI4464108471520080424,2008-04-24
nwis-04137500,04137500,2007-10-01T04:59:59Z,-83.4339,44.4364,MI4464108471520080424,2008-04-24
nwis-09406000,09406000,2007-10-05T05:59:59Z,-113.181,37.2042,UT3736611298520081022,2008-10-22
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3342307988020080209,2008-02-09
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3327707951320080220,2008-02-20
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3448208157220080301,2008-03-01
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3453308177120080312,2008-03-12
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3451608176620080314,2008-03-14
nwis-02156500,02156500,2007-10-01T04:59:59Z,-81.4212,34.5951,SC3471308146820080322,2008-03-22
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3452908174120080325,2008-03-25
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3447108168220080326,2008-03-26
nwis-02160700,02160700,2007-10-01T04:59:59Z,-81.5982,34.5093,SC3451008174820080327,2008-03-27
nwis-02160105,02160105,2007-10-01T04:59:59Z,-81.5482,34.5354,SC3453008150020080505,2008-05-05
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3305607965820080221,2008-02-21
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3326907959320080229,2008-02-29
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3312307952520080302,2008-03-02
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3310007954420080303,2008-03-03
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3311707951420080306,2008-03-06
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3345708007020080306,2008-03-06
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3345208005320080311,2008-03-11
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3313907950520080311,2008-03-11
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3315907953320080312,2008-03-12
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3345608010420080312,2008-03-12
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3318107952220080313,2008-03-13
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3322207960120080314,2008-03-14
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3316807948020080317,2008-03-17
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3324607975120080318,2008-03-18
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3322307949120080318,2008-03-18
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3320807951520080321,2008-03-21
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3325607963020080326,2008-03-26
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3311507967420080328,2008-03-28
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3312407937620080410,2008-04-10
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3320307975220080421,2008-04-21
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3316107972820080424,2008-04-24
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3324207971420080513,2008-05-13
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3310207970420080515,2008-05-15
nwis-02171645,02171645,2007-10-01T04:59:59Z,-79.915,33.4275,SC3332207977120080528,2008-05-28
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3617609952720080425,2008-04-25
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3617609952720080425,2008-04-25
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3628209948720080324,2008-03-24
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3628209948720080324,2008-03-24
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3651309936720080324,2008-03-24
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3651309936720080324,2008-03-24
nwis-07239450,07239450,2007-10-10T13:59:59Z,-98.0653,35.617,OK3656309927920080324,2008-03-24
nwis-07241000,07241000,2007-11-28T05:59:59Z,-97.6634,35.4787,OK3656309927920080324,2008-03-24
nwis-11462500,11462500,2007-10-01T06:59:59Z,-123.131,39.0266,CA3926312332020080704,2008-07-04
nwis-11463980,11463980,2007-10-01T06:59:59Z,-122.856,38.633,CA3926312332020080704,2008-07-04
nwis-11467000,11467000,2007-10-01T06:59:59Z,-122.928,38.5085,CA3926312332020080704,2008-07-04
nwis-02397530,02397530,2007-10-01T03:59:59Z,-85.4475,34.2018,GA3413408535020080326,2008-03-26
